market,symbol,stock_name,industry_code,industry_name,industry_level,source,is_primary
CN,300138,晨光生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300175,ST朗源,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300189,神农种业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300268,佳沃食品,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300313,*ST天山,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300498,温氏股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300511,雪榕生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300673,佩蒂股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300761,立华股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300871,回盛生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300967,晓鸣股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300970,华绿生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,300999,金龙鱼,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600097,开创国际,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600108,亚盛集团,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600127,金健米业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600191,华资实业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600195,中牧股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600201,生物股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600251,冠农股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600257,大湖股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600265,*ST景谷,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600313,农发种业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600354,敦煌种业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600359,新农开发,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600371,万向德农,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600467,好当家,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600540,新赛股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600598,北大荒,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600737,中粮糖业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600962,国投中鲁,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600965,*ST福成,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600975,新五丰,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,601118,海南橡胶,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,601952,苏垦农发,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603336,宏辉果蔬,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603363,傲农生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603566,普莱柯,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603609,禾丰股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603668,天马科技,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,605198,安德利,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,605296,神农集团,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,688098,申联生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,688526,科前生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,301116,益客食品,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603477,巨星农牧,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,001313,粤海饲料,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,000663,永安林业,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,002696,百洋股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,600883,博闻科技,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603182,嘉华股份,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603151,邦基科技,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,001338,永顺泰,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,001366,播恩集团,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,301498,乖宝宠物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603231,索宝蛋白,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,002141,贤丰控股,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,002215,诺普信,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,688156,路德科技,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,000048,京基智农,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,603717,天域生物,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,000019,深粮控股,801010,农林牧渔,1,sw_2021_swsresearch,true
CN,000510,新金路,801030,基础化工,1,sw_2021_swsresearch,true
CN,000525,红太阳,801030,基础化工,1,sw_2021_swsresearch,true
CN,000545,金浦钛业,801030,基础化工,1,sw_2021_swsresearch,true
CN,000553,安道麦A,801030,基础化工,1,sw_2021_swsresearch,true
CN,000565,渝三峡A,801030,基础化工,1,sw_2021_swsresearch,true
CN,000635,英力特,801030,基础化工,1,sw_2021_swsresearch,true
CN,000677,ST海龙,801030,基础化工,1,sw_2021_swsresearch,true
CN,000683,博源化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,000707,双环科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,000731,四川美丰,801030,基础化工,1,sw_2021_swsresearch,true
CN,000782,恒申新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,000792,盐湖股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,000818,航锦科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,000822,山东海化,801030,基础化工,1,sw_2021_swsresearch,true
CN,000830,鲁西化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,000859,国风新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,000881,中广核技,801030,基础化工,1,sw_2021_swsresearch,true
CN,000893,亚钾国际,801030,基础化工,1,sw_2021_swsresearch,true
CN,000902,新洋丰,801030,基础化工,1,sw_2021_swsresearch,true
CN,000912,泸天化,801030,基础化工,1,sw_2021_swsresearch,true
CN,000936,华西股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,000973,佛塑科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,000990,诚志股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,001207,联科科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,001217,华尔泰,801030,基础化工,1,sw_2021_swsresearch,true
CN,001218,丽臣实业,801030,基础化工,1,sw_2021_swsresearch,true
CN,002037,保利联合,801030,基础化工,1,sw_2021_swsresearch,true
CN,002054,德美化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,002064,华峰化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,002068,黑猫股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002092,中泰化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,002096,易普力,801030,基础化工,1,sw_2021_swsresearch,true
CN,002108,沧州明珠,801030,基础化工,1,sw_2021_swsresearch,true
CN,002109,ST兴化,801030,基础化工,1,sw_2021_swsresearch,true
CN,002136,安纳达,801030,基础化工,1,sw_2021_swsresearch,true
CN,002145,钛能化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,002165,红宝丽,801030,基础化工,1,sw_2021_swsresearch,true
CN,002170,芭田股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002206,海利得,801030,基础化工,1,sw_2021_swsresearch,true
CN,002211,ST宏达,801030,基础化工,1,sw_2021_swsresearch,true
CN,002224,三力士,801030,基础化工,1,sw_2021_swsresearch,true
CN,002226,江南化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,002246,北化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002250,联化科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002258,利尔化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,002263,大东南,801030,基础化工,1,sw_2021_swsresearch,true
CN,002312,川发龙蟒,801030,基础化工,1,sw_2021_swsresearch,true
CN,002319,乐通股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002324,普利特,801030,基础化工,1,sw_2021_swsresearch,true
CN,002326,永太科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002360,ST同德,801030,基础化工,1,sw_2021_swsresearch,true
CN,002361,神剑股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002381,双箭股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002386,天原股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002391,长青股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002395,双象股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002407,多氟多,801030,基础化工,1,sw_2021_swsresearch,true
CN,002427,尤夫股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002440,闰土股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002442,龙星科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002453,华软科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002455,百川股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002470,金正大,801030,基础化工,1,sw_2021_swsresearch,true
CN,002496,*ST辉丰,801030,基础化工,1,sw_2021_swsresearch,true
CN,002513,蓝丰生化,801030,基础化工,1,sw_2021_swsresearch,true
CN,002522,浙江众成,801030,基础化工,1,sw_2021_swsresearch,true
CN,002538,ST司特,801030,基础化工,1,sw_2021_swsresearch,true
CN,002539,云图控股,801030,基础化工,1,sw_2021_swsresearch,true
CN,002549,凯美特气,801030,基础化工,1,sw_2021_swsresearch,true
CN,002562,兄弟科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002585,双星新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,002588,史丹利,801030,基础化工,1,sw_2021_swsresearch,true
CN,002597,金禾实业,801030,基础化工,1,sw_2021_swsresearch,true
CN,002601,龙佰集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,002632,道明光学,801030,基础化工,1,sw_2021_swsresearch,true
CN,002637,赞宇科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,002666,德联集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,002669,康达新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,002683,广东宏大,801030,基础化工,1,sw_2021_swsresearch,true
CN,002734,利民股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002748,世龙实业,801030,基础化工,1,sw_2021_swsresearch,true
CN,002749,国光股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002753,永东股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002768,国恩股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002783,凯龙股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002802,洪汇新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,002809,红墙股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002810,山东赫达,801030,基础化工,1,sw_2021_swsresearch,true
CN,002825,纳尔股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002827,高争民爆,801030,基础化工,1,sw_2021_swsresearch,true
CN,002838,道恩股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002886,沃特股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002895,川恒股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002909,集泰股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002915,中欣氟材,801030,基础化工,1,sw_2021_swsresearch,true
CN,002917,金奥博,801030,基础化工,1,sw_2021_swsresearch,true
CN,002942,新农股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,002971,和远气体,801030,基础化工,1,sw_2021_swsresearch,true
CN,002998,优彩资源,801030,基础化工,1,sw_2021_swsresearch,true
CN,002999,天禾股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,003002,壶化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,003017,大洋生物,801030,基础化工,1,sw_2021_swsresearch,true
CN,003042,中农联合,801030,基础化工,1,sw_2021_swsresearch,true
CN,300019,硅宝科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300041,回天新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300067,安诺其,801030,基础化工,1,sw_2021_swsresearch,true
CN,300082,奥克股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300107,建新股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300109,新开源,801030,基础化工,1,sw_2021_swsresearch,true
CN,300121,阳谷华泰,801030,基础化工,1,sw_2021_swsresearch,true
CN,300163,先锋新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300169,天晟新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300174,元力股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300180,华峰超纤,801030,基础化工,1,sw_2021_swsresearch,true
CN,300200,高盟新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300218,安利股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300221,银禧科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300225,*ST金泰,801030,基础化工,1,sw_2021_swsresearch,true
CN,300230,永利股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300243,瑞丰高材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300261,雅本化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,300305,裕兴股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300320,海达股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300321,同大股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300387,富邦科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300405,科隆股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300478,杭州高新,801030,基础化工,1,sw_2021_swsresearch,true
CN,300487,蓝晓科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300505,川金诺,801030,基础化工,1,sw_2021_swsresearch,true
CN,300522,世名科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300530,领湃科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300535,达威股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300538,同益股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300539,横河精密,801030,基础化工,1,sw_2021_swsresearch,true
CN,300575,中旗股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300586,美联新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300587,天铁科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300641,正丹股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300644,南京聚隆,801030,基础化工,1,sw_2021_swsresearch,true
CN,300665,飞鹿股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300717,华信新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300721,怡达股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300727,润禾材料,801030,基础化工,1,sw_2021_swsresearch,true
CN,300731,科创新源,801030,基础化工,1,sw_2021_swsresearch,true
CN,300741,华宝股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300758,七彩化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,300767,震安科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300796,贝斯美,801030,基础化工,1,sw_2021_swsresearch,true
CN,300798,锦鸡股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,300801,泰和科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300806,斯迪克,801030,基础化工,1,sw_2021_swsresearch,true
CN,300821,东岳硅材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300829,金丹科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300848,美瑞新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300858,科拓生物,801030,基础化工,1,sw_2021_swsresearch,true
CN,300876,蒙泰高新,801030,基础化工,1,sw_2021_swsresearch,true
CN,300891,惠云钛业,801030,基础化工,1,sw_2021_swsresearch,true
CN,300910,瑞丰新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300920,润阳科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,300927,江天化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,300980,祥源新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,300995,奇德新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,301003,江苏博云,801030,基础化工,1,sw_2021_swsresearch,true
CN,301019,宁波色母,801030,基础化工,1,sw_2021_swsresearch,true
CN,301035,润丰股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,301036,双乐股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,301037,保立佳,801030,基础化工,1,sw_2021_swsresearch,true
CN,301057,汇隆新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,301059,金三江,801030,基础化工,1,sw_2021_swsresearch,true
CN,301069,凯盛新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,301071,力量钻石,801030,基础化工,1,sw_2021_swsresearch,true
CN,301076,新瀚新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,301077,星华新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,301092,争光股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,301100,风光股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,301118,恒光股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,301149,隆华新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,600063,皖维高新,801030,基础化工,1,sw_2021_swsresearch,true
CN,600075,新疆天业,801030,基础化工,1,sw_2021_swsresearch,true
CN,600078,澄星股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600096,云天化,801030,基础化工,1,sw_2021_swsresearch,true
CN,600135,乐凯胶片,801030,基础化工,1,sw_2021_swsresearch,true
CN,600141,兴发集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,600143,金发科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,600160,巨化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600165,ST宁科,801030,基础化工,1,sw_2021_swsresearch,true
CN,600230,沧州大化,801030,基础化工,1,sw_2021_swsresearch,true
CN,600273,嘉化能源,801030,基础化工,1,sw_2021_swsresearch,true
CN,600299,安迪苏,801030,基础化工,1,sw_2021_swsresearch,true
CN,600309,万华化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,600319,亚星化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,600328,中盐化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,600352,浙江龙盛,801030,基础化工,1,sw_2021_swsresearch,true
CN,600367,红星发展,801030,基础化工,1,sw_2021_swsresearch,true
CN,600378,昊华科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,600389,江山股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600470,六国化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,600486,扬农化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,600500,中化国际,801030,基础化工,1,sw_2021_swsresearch,true
CN,600610,中毅达,801030,基础化工,1,sw_2021_swsresearch,true
CN,600618,氯碱化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,600623,华谊集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,600691,潞化科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,600714,金瑞矿业,801030,基础化工,1,sw_2021_swsresearch,true
CN,600727,鲁北化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,600731,湖南海利,801030,基础化工,1,sw_2021_swsresearch,true
CN,600746,江苏索普,801030,基础化工,1,sw_2021_swsresearch,true
CN,600810,神马股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600844,金煤科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,600866,星湖科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,600889,*ST京化,801030,基础化工,1,sw_2021_swsresearch,true
CN,600929,雪天盐业,801030,基础化工,1,sw_2021_swsresearch,true
CN,600935,华塑股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600955,维远股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,600989,宝丰能源,801030,基础化工,1,sw_2021_swsresearch,true
CN,601208,东材科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,601216,君正集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,601568,北元化工,801030,基础化工,1,sw_2021_swsresearch,true
CN,601678,滨化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603020,爱普股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603033,三维股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603041,美思德,801030,基础化工,1,sw_2021_swsresearch,true
CN,603067,振华股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603086,先达股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603110,东方材料,801030,基础化工,1,sw_2021_swsresearch,true
CN,603155,新亚强,801030,基础化工,1,sw_2021_swsresearch,true
CN,603188,亚邦股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603192,汇得科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,603213,镇洋发展,801030,基础化工,1,sw_2021_swsresearch,true
CN,603217,元利科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,603225,新凤鸣,801030,基础化工,1,sw_2021_swsresearch,true
CN,603227,雪峰科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,603299,苏盐井神,801030,基础化工,1,sw_2021_swsresearch,true
CN,603330,天洋新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,603332,苏州龙杰,801030,基础化工,1,sw_2021_swsresearch,true
CN,603360,百傲化学,801030,基础化工,1,sw_2021_swsresearch,true
CN,603379,三美股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603505,金石资源,801030,基础化工,1,sw_2021_swsresearch,true
CN,603580,*ST艾艾,801030,基础化工,1,sw_2021_swsresearch,true
CN,603585,苏利股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603599,广信股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603612,索通发展,801030,基础化工,1,sw_2021_swsresearch,true
CN,603639,海利尔,801030,基础化工,1,sw_2021_swsresearch,true
CN,603650,彤程新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,603663,三祥新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,603681,永冠新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,603683,晶华新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,603688,石英股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603790,雅运股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603810,丰山集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,603822,ST嘉澳,801030,基础化工,1,sw_2021_swsresearch,true
CN,603823,百合花,801030,基础化工,1,sw_2021_swsresearch,true
CN,603826,坤彩科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,603867,新化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603879,永悦科技,801030,基础化工,1,sw_2021_swsresearch,true
CN,603916,苏博特,801030,基础化工,1,sw_2021_swsresearch,true
CN,603928,兴业股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603948,建业股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603968,醋化股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,603970,中农立华,801030,基础化工,1,sw_2021_swsresearch,true
CN,603977,国泰集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,603980,吉华集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,605008,长鸿高科,801030,基础化工,1,sw_2021_swsresearch,true
CN,605016,百龙创园,801030,基础化工,1,sw_2021_swsresearch,true
CN,605020,永和股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,605033,美邦股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,605077,华康股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,605086,龙高股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,605166,聚合顺,801030,基础化工,1,sw_2021_swsresearch,true
CN,605183,确成股份,801030,基础化工,1,sw_2021_swsresearch,true
CN,605366,宏柏新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,605399,晨光新材,801030,基础化工,1,sw_2021_swsresearch,true
CN,605566,福莱蒽特,801030,基础化工,1,sw_2021_swsresearch,true
CN,605589,圣泉集团,801030,基础化工,1,sw_2021_swsresearch,true
CN,688065,凯赛生物,801030,基础化工,1,sw_2021_swsresearch,true
CN,688087,英科再生,801030,基础化工,1,sw_2021_swsresearch,true
CN,688089,嘉必优,801030,基础化工,1,sw_2021_swsresearch,true
CN,688129,东来技术,801030,基础化工,1,sw_2021_swsresearch,true
